livesync_dbname	created_at_first_day	name_en	blank_description	qtylistings	qtylistingswithliquidity	perlistingswithliquidity
carspt	2017-08-14	Cars	true	92	26	0.2826086956521739130
carspt	2017-08-15	Cars	true	108	22	0.2037037037037037037
carspt	2017-08-16	Cars	true	106	22	0.2075471698113207547
carspt	2017-08-17	Cars	true	133	33	0.2481203007518796992
carspt	2017-08-18	Cars	true	108	26	0.2407407407407407407
carspt	2017-08-19	Cars	true	88	35	0.3977272727272727272
carspt	2017-08-20	Cars	true	45	8	0.1777777777777777777
carspt	2017-08-21	Cars	true	98	17	0.1734693877551020408
carspt	2017-08-22	Cars	true	134	27	0.2014925373134328358
carspt	2017-08-23	Cars	true	139	27	0.1942446043165467625
carspt	2017-08-24	Cars	true	138	32	0.2318840579710144927
carspt	2017-08-25	Cars	true	150	33	0.2200000000000000000
carspt	2017-08-26	Cars	true	88	22	0.2500000000000000000
carspt	2017-08-27	Cars	true	63	13	0.2063492063492063492
carspt	2017-08-28	Cars	true	107	21	0.1962616822429906542
carspt	2017-08-29	Cars	true	129	35	0.2713178294573643410
carspt	2017-08-30	Cars	true	124	28	0.2258064516129032258
carspt	2017-08-31	Cars	true	136	33	0.2426470588235294117
carspt	2017-09-01	Cars	true	119	33	0.2773109243697478991
carspt	2017-09-02	Cars	true	100	31	0.3100000000000000000
carspt	2017-09-03	Cars	true	60	24	0.4000000000000000000
carspt	2017-09-04	Cars	true	154	38	0.2467532467532467532
carspt	2017-09-05	Cars	true	147	36	0.2448979591836734693
carspt	2017-09-06	Cars	true	154	46	0.2987012987012987012
carspt	2017-09-07	Cars	true	176	60	0.3409090909090909090
carspt	2017-09-08	Cars	true	214	45	0.2102803738317757009
carspt	2017-09-09	Cars	true	182	46	0.2527472527472527472
carspt	2017-09-10	Cars	true	551	38	0.0689655172413793103
carspt	2017-09-11	Cars	true	175	37	0.2114285714285714285
carspt	2017-09-12	Cars	true	212	54	0.2547169811320754716
carspt	2017-09-13	Cars	true	161	42	0.2608695652173913043
carspt	2017-09-14	Cars	true	188	49	0.2606382978723404255
carspt	2017-09-15	Cars	true	211	47	0.2227488151658767772
carspt	2017-09-16	Cars	true	159	49	0.3081761006289308176
carspt	2017-09-17	Cars	true	101	17	0.1683168316831683168
carspt	2017-09-18	Cars	true	183	38	0.2076502732240437158
carspt	2017-09-19	Cars	true	174	40	0.2298850574712643678
carspt	2017-09-20	Cars	true	199	44	0.2211055276381909547
carspt	2017-09-21	Cars	true	219	61	0.2785388127853881278
carspt	2017-09-22	Cars	true	179	56	0.3128491620111731843
carspt	2017-09-23	Cars	true	138	32	0.2318840579710144927
carspt	2017-09-24	Cars	true	136	38	0.2794117647058823529
carspt	2017-09-25	Cars	true	213	62	0.2910798122065727699
carspt	2017-09-26	Cars	true	217	61	0.2811059907834101382
carspt	2017-09-27	Cars	true	182	50	0.2747252747252747252
carspt	2017-09-28	Cars	true	205	52	0.2536585365853658536
